Generation,Average Fitness,Best Fitness,Worst Fitness
1798,391.31,495.30,-602.80
1799,349.18,494.95,-647.85
1800,380.18,497.40,-481.60
1801,350.88,493.60,-881.65
1802,383.96,495.00,-838.85
1803,365.92,492.60,-835.45
1804,371.41,492.75,-731.00
1805,366.73,491.95,-452.19
1806,345.64,495.20,-833.70
1807,404.45,498.50,-511.40
1808,371.61,493.55,-719.45
1809,372.49,494.60,-809.35
1810,368.43,493.45,-844.15
1811,369.63,494.60,-628.00
1812,360.06,494.60,-565.05
1813,362.37,495.25,-769.45
1814,382.15,496.80,-574.10
1815,366.88,492.30,-451.00
1816,371.96,494.30,-840.80
1817,337.51,493.95,-522.30
1818,406.63,492.75,-281.42
1819,376.28,494.00,-489.70
1820,352.23,493.25,-577.50
1821,337.89,493.35,-807.75
1822,362.72,494.70,-761.71
1823,373.37,494.45,-460.30
1824,343.98,490.95,-812.20
1825,338.16,496.25,-795.30
1826,371.20,496.70,-542.43
1827,373.60,492.55,-613.21
1828,340.27,493.20,-814.30
1829,371.68,492.10,-458.85
1830,364.44,500.00,-581.55
1831,382.39,493.45,-678.80
1832,383.27,497.15,-553.55
1833,393.05,492.40,-800.10
1834,380.20,492.70,-413.20
1835,392.59,494.70,-277.75
1836,364.66,490.75,-814.40
1837,363.98,493.35,-538.45
1838,368.50,496.40,-630.20
1839,330.48,492.90,-738.81
1840,371.92,487.50,-766.80
1841,379.43,492.15,-589.90
1842,342.54,496.95,-840.45
1843,348.00,491.20,-818.05
1844,349.53,494.40,-628.80
1845,354.39,494.55,-843.25
1846,373.97,491.95,-551.27
1847,383.42,497.00,-793.75
1848,347.81,492.20,-837.60
1849,380.13,497.80,-772.85
1850,384.72,491.30,-424.30
1851,362.87,491.70,-562.95
1852,368.89,494.75,-823.35
1853,383.63,494.10,-828.30
1854,362.86,491.90,-585.40
1855,361.95,495.45,-682.15
1856,362.28,491.50,-833.50
1857,394.43,494.25,-567.98
1858,345.00,491.30,-746.15
1859,359.63,494.80,-781.15
1860,347.81,496.40,-746.40
1861,397.61,493.00,-302.80
1862,367.31,500.55,-809.20
1863,384.62,495.95,-636.25
1864,379.03,494.10,-276.10
1865,368.23,495.00,-702.80
1866,350.05,491.60,-758.60
1867,363.29,496.60,-791.40
1868,364.03,494.75,-601.80
1869,393.80,492.65,-509.60
1870,333.65,493.35,-784.60
1871,369.39,493.40,-581.40
1872,346.07,495.35,-801.75
1873,370.65,498.25,-481.25
1874,366.37,493.00,-610.25
1875,377.73,494.00,-831.15
1876,381.09,493.70,-357.75
1877,344.84,492.15,-797.90
1878,344.40,493.40,-766.95
1879,355.66,493.40,-653.90
1880,371.78,494.75,-136.95
1881,362.68,501.40,-671.90
1882,377.45,492.20,-552.10
1883,371.89,496.55,-649.13
1884,363.82,499.50,-827.95
1885,353.60,495.85,-809.30
1886,385.56,493.90,-548.65
1887,363.18,493.85,-740.75
1888,377.78,492.50,-507.85
1889,355.73,495.10,-797.85
1890,351.19,494.25,-817.85
1891,361.38,495.15,-844.40
1892,377.80,493.20,-868.55
1893,376.67,492.55,-822.85
1894,375.94,491.65,-739.45
1895,403.71,492.75,-125.45
1896,385.65,494.35,-782.05
1897,394.50,492.10,-275.75
1898,370.60,495.35,-670.95
1899,371.00,494.30,-678.70
1900,373.02,494.60,-783.65
1901,356.93,496.80,-849.23
1902,374.84,492.80,-425.95
1903,354.74,493.65,-859.55
1904,373.11,495.80,-757.80
1905,324.06,495.70,-555.60
1906,381.22,501.60,-844.85
1907,385.70,493.35,-533.30
1908,378.38,493.35,-800.70
1909,388.70,492.90,-501.65
1910,360.17,492.00,-814.10
1911,369.60,492.70,-318.20
1912,352.35,491.90,-879.95
1913,362.96,493.70,-758.65
1914,376.96,493.45,-838.10
1915,371.94,496.60,-476.90
1916,369.55,497.25,-787.35
1917,359.88,491.55,-628.85
1918,385.64,496.20,-629.45
1919,347.32,496.50,-593.35
1920,369.04,500.10,-735.05
1921,379.51,489.60,-737.20
1922,369.53,495.25,-729.40
1923,368.45,496.60,-511.85
1924,378.14,495.65,-316.50
1925,348.62,494.00,-643.85
1926,368.31,493.65,-830.60
1927,350.26,494.25,-833.10
1928,353.63,491.90,-869.35
1929,374.50,493.45,-516.55
1930,384.65,498.45,-775.55
1931,372.60,495.70,-809.75
1932,387.82,493.40,-410.55
1933,341.80,498.70,-816.60
1934,378.18,495.05,-242.20
1935,371.04,494.30,-521.95
1936,345.63,494.30,-606.70
1937,372.08,497.35,-611.55
1938,383.71,494.75,-218.90
1939,376.35,494.25,-761.35
1940,349.59,494.50,-839.65
1941,369.40,497.60,-815.85
1942,369.90,493.70,-790.35
1943,343.93,492.20,-684.10
1944,381.24,496.80,-632.30
1945,359.88,494.40,-612.25
1946,369.05,495.50,-519.95
1947,373.37,495.15,-453.50
1948,381.81,491.15,-502.45
1949,371.14,493.30,-522.85
1950,389.54,496.60,-642.40
1951,384.15,492.10,-569.15
1952,374.26,493.20,-754.30
1953,377.77,494.45,-767.90
1954,382.93,498.10,-611.58
1955,356.81,493.90,-793.95
1956,343.32,496.55,-815.75
1957,387.89,498.00,-720.10
1958,358.53,497.50,-873.90
1959,378.58,493.50,-843.85
1960,363.96,493.60,-821.90
1961,377.41,496.60,-794.35
1962,390.36,493.60,-447.10
1963,363.23,492.90,-728.89
1964,396.26,495.80,-831.75
1965,383.88,496.35,-503.70
1966,366.68,493.25,-638.50
1967,353.94,492.20,-636.95
1968,361.66,492.30,-603.40
1969,357.54,494.35,-796.60
1970,365.42,494.30,-702.15
1971,359.47,497.40,-847.15
1972,356.50,491.15,-611.95
1973,374.02,493.20,-879.65
1974,373.86,495.55,-495.80
1975,349.54,497.00,-797.15
1976,361.86,494.20,-505.60
1977,354.63,492.40,-856.45
1978,379.62,494.90,-834.20
1979,384.38,499.70,-757.00
1980,379.98,494.00,-837.60
1981,376.58,493.35,-827.45
1982,380.57,492.70,-589.00
1983,376.21,492.80,-511.60
1984,346.61,496.00,-783.15
1985,362.40,494.00,-809.00
1986,348.96,492.60,-718.00
1987,373.27,500.20,-380.40
1988,347.94,493.05,-741.37
1989,371.72,496.40,-603.00
1990,390.04,495.35,-441.40
1991,390.36,495.15,-490.60
1992,374.91,493.80,-661.80
1993,377.98,491.90,-813.00
1994,361.08,492.25,-644.25
1995,369.79,497.15,-481.40
1996,357.99,491.55,-584.70
1997,386.65,497.80,-804.65
1998,375.07,496.10,-704.40
1999,362.34,497.40,-553.90
